Pm2.5,Pm10,No2,So2,Co,Aqi,Date,City
79.1,269.54,34.36,15.89,4.87,246,2020-02-20,Chicago
55.48,90.49,86.54,34.43,8.34,337,2020-02-21,Chicago
32.55,100.3,13.21,25.07,9.67,381,2020-02-22,Chicago
146.0,162.19,9.11,40.65,2.76,333,2020-02-23,Chicago
94.82,222.64,21.19,24.5,7.72,198,2020-02-24,Chicago
69.12,213.67,59.21,39.53,6.98,405,2020-02-25,Chicago
197.98,176.48,80.66,13.4,6.35,55,2020-02-26,Chicago
107.05,237.6,75.7,9.83,2.6,74,2020-02-27,Chicago
93.27,35.86,71.62,11.66,2.4,197,2020-02-28,Chicago
160.77,133.36,95.99,8.92,9.01,95,2020-02-29,Chicago
65.97,220.07,23.43,38.2,2.75,404,2020-03-01,Chicago
21.9,158.91,55.27,37.21,5.67,28,2020-03-02,Chicago
39.94,60.1,61.97,40.24,1.78,44,2020-03-03,Chicago
184.12,291.58,60.61,24.69,8.69,81,2020-03-04,Chicago
69.59,108.27,27.5,35.12,6.09,51,2020-03-05,Chicago
147.9,78.76,23.49,32.39,2.96,347,2020-03-06,Chicago
144.67,102.86,54.08,43.0,6.24,291,2020-03-07,Chicago
116.06,73.97,87.25,31.63,6.74,325,2020-03-08,Chicago
68.19,297.72,41.34,31.37,8.2,152,2020-03-09,Chicago
117.19,109.4,91.35,45.39,0.76,340,2020-03-10,Chicago
95.65,154.26,48.02,23.33,9.23,59,2020-03-11,Chicago
151.57,112.25,54.53,6.35,4.03,122,2020-03-12,Chicago
47.44,231.85,54.61,16.99,1.35,354,2020-03-13,Chicago
70.83,215.19,15.53,32.09,7.58,488,2020-03-14,Chicago
177.24,73.97,44.12,40.09,5.11,54,2020-03-15,Chicago
109.83,38.86,8.86,14.66,8.49,415,2020-03-16,Chicago
87.84,60.82,69.98,39.94,4.65,457,2020-03-17,Chicago
48.12,229.85,86.58,43.46,5.31,404,2020-03-18,Chicago
179.87,129.9,87.1,32.68,1.03,255,2020-03-19,Chicago
70.54,289.51,24.16,11.03,3.05,29,2020-03-20,Chicago
38.71,101.61,19.04,30.03,2.52,121,2020-03-21,Chicago
114.9,298.43,53.57,21.71,2.1,94,2020-03-22,Chicago
39.55,159.04,55.88,17.29,6.53,90,2020-03-23,Chicago
86.46,48.18,88.19,11.32,6.39,343,2020-03-24,Chicago
139.75,282.88,73.11,30.13,5.84,148,2020-03-25,Chicago
19.67,224.48,47.24,6.7,6.7,216,2020-03-26,Chicago
109.83,62.51,22.27,31.26,0.7,140,2020-03-27,Chicago
99.62,21.02,51.86,42.07,8.68,145,2020-03-28,Chicago
56.99,138.57,91.4,30.75,8.17,6,2020-03-29,Chicago
190.46,212.32,80.59,21.33,9.57,131,2020-03-30,Chicago
85.06,249.23,99.29,7.39,1.47,123,2020-03-31,Chicago
87.5,287.19,76.47,13.95,8.14,487,2020-04-01,Chicago
173.99,109.88,14.06,40.16,1.71,265,2020-04-02,Chicago
129.92,33.78,63.75,10.86,2.75,79,2020-04-03,Chicago
115.63,205.88,88.53,9.66,7.0,252,2020-04-04,Chicago
82.57,88.52,31.43,26.69,2.78,363,2020-04-05,Chicago
193.08,272.01,97.14,45.23,1.17,102,2020-04-06,Chicago
165.29,135.65,82.33,7.22,3.62,25,2020-04-07,Chicago
40.04,194.64,77.76,45.74,2.73,336,2020-04-08,Chicago
138.5,166.21,41.11,29.59,5.81,337,2020-04-09,Chicago
137.88,101.26,30.41,10.44,5.0,236,2020-04-10,Chicago
38.03,261.28,98.83,41.09,0.42,23,2020-04-11,Chicago
66.97,47.76,62.92,3.01,3.24,76,2020-04-12,Chicago
188.69,148.1,95.91,26.36,4.08,29,2020-04-13,Chicago
129.46,154.73,94.04,43.34,2.82,82,2020-04-14,Chicago
130.4,224.74,31.06,4.68,7.08,360,2020-04-15,Chicago
100.71,290.15,19.24,47.95,8.3,262,2020-04-16,Chicago
62.93,299.9,50.0,38.53,2.86,48,2020-04-17,Chicago
55.52,83.4,89.42,12.85,3.37,27,2020-04-18,Chicago
134.11,132.87,57.52,41.82,2.39,83,2020-04-19,Chicago
145.62,208.26,91.91,40.34,5.85,385,2020-04-20,Chicago
105.72,217.95,28.22,46.65,0.73,456,2020-04-21,Chicago
113.76,185.87,83.05,24.55,7.98,493,2020-04-22,Chicago
183.32,280.14,13.25,12.46,2.87,343,2020-04-23,Chicago
193.16,270.08,65.79,33.88,9.22,88,2020-04-24,Chicago
58.47,188.46,91.68,30.81,0.93,2,2020-04-25,Chicago
53.43,58.73,12.73,7.75,4.68,44,2020-04-26,Chicago
111.56,105.29,30.16,49.16,0.88,78,2020-04-27,Chicago
165.77,146.27,75.13,23.77,3.77,249,2020-04-28,Chicago
21.05,168.29,15.94,45.56,2.06,199,2020-04-29,Chicago
164.94,247.92,18.91,29.77,6.23,479,2020-04-30,Chicago
179.46,55.43,70.44,44.67,6.44,364,2020-05-01,Chicago
93.91,82.29,36.36,39.11,7.73,392,2020-05-02,Chicago
13.38,135.47,79.88,49.12,9.98,21,2020-05-03,Chicago
51.61,34.97,69.08,45.62,7.98,21,2020-05-04,Chicago
14.95,70.35,76.98,14.43,5.42,402,2020-05-05,Chicago
83.24,287.09,99.81,18.65,1.25,241,2020-05-06,Chicago
138.31,99.76,87.37,32.02,4.97,247,2020-05-07,Chicago
108.78,287.43,8.92,30.73,9.52,151,2020-05-08,Chicago
38.56,119.36,68.61,2.97,1.64,290,2020-05-09,Chicago
65.12,113.7,42.66,23.63,5.94,217,2020-05-10,Chicago
16.87,118.5,57.08,24.91,4.24,121,2020-05-11,Chicago
25.91,70.19,92.16,17.59,5.38,2,2020-05-12,Chicago
14.16,188.14,42.67,13.18,7.51,394,2020-05-13,Chicago
155.48,270.94,19.71,30.5,1.82,387,2020-05-14,Chicago
119.23,59.74,16.56,20.96,9.22,466,2020-05-15,Chicago
148.26,291.47,91.22,14.23,1.04,173,2020-05-16,Chicago
60.89,122.39,56.16,14.51,0.76,333,2020-05-17,Chicago
36.79,224.61,86.86,13.23,3.3,64,2020-05-18,Chicago
51.3,267.97,32.28,39.63,6.59,304,2020-05-19,Chicago
185.57,56.02,59.19,17.23,7.14,273,2020-05-20,Chicago
123.61,140.38,12.01,10.66,4.52,442,2020-05-21,Chicago
86.27,214.99,61.85,31.56,5.67,95,2020-05-22,Chicago
197.63,86.04,81.8,6.97,6.9,435,2020-05-23,Chicago
160.9,297.25,44.99,22.16,9.7,319,2020-05-24,Chicago
73.07,136.97,77.45,35.41,2.83,142,2020-05-25,Chicago
151.31,207.63,40.53,44.7,2.32,59,2020-05-26,Chicago
132.31,88.68,91.16,20.65,9.58,188,2020-05-27,Chicago
85.63,74.69,34.81,4.68,7.7,68,2020-05-28,Chicago
181.76,221.38,22.68,43.55,7.06,436,2020-05-29,Chicago
91.25,229.96,19.8,21.01,2.66,454,2020-05-30,Chicago
92.25,86.65,30.56,4.01,7.73,11,2020-05-31,Chicago
125.77,27.66,88.44,13.07,8.14,242,2020-06-01,Chicago
51.03,265.28,10.28,32.47,9.52,156,2020-06-02,Chicago
95.49,233.46,85.19,25.66,2.38,480,2020-06-03,Chicago
115.22,241.1,26.95,33.82,3.49,440,2020-06-04,Chicago
191.8,240.82,72.99,5.82,8.87,345,2020-06-05,Chicago
131.94,86.93,9.32,36.68,8.0,229,2020-06-06,Chicago
150.76,277.2,83.62,6.25,1.08,14,2020-06-07,Chicago
89.18,205.72,10.98,12.37,9.79,410,2020-06-08,Chicago
180.42,64.94,20.91,43.94,5.46,227,2020-06-09,Chicago
123.42,280.09,54.14,12.34,5.34,103,2020-06-10,Chicago
52.86,148.21,78.32,12.31,6.33,413,2020-06-11,Chicago
99.67,202.81,64.52,17.41,8.11,76,2020-06-12,Chicago
132.39,266.03,61.69,22.8,5.42,155,2020-06-13,Chicago
185.02,233.07,23.39,37.39,7.67,424,2020-06-14,Chicago
20.83,267.09,76.49,47.87,0.11,179,2020-06-15,Chicago
120.23,166.45,85.65,43.46,6.05,421,2020-06-16,Chicago
181.77,224.79,37.26,22.83,7.14,389,2020-06-17,Chicago
54.74,95.87,27.94,25.91,2.31,67,2020-06-18,Chicago
181.68,235.35,24.8,48.82,0.7,438,2020-06-19,Chicago
62.55,157.67,30.62,7.7,6.04,323,2020-06-20,Chicago
187.06,127.32,59.19,41.65,1.6,438,2020-06-21,Chicago
113.14,129.58,33.93,17.31,5.27,383,2020-06-22,Chicago
133.71,187.0,11.75,34.32,4.64,19,2020-06-23,Chicago
198.57,131.87,5.17,49.23,9.35,29,2020-06-24,Chicago
191.85,63.71,26.8,34.04,9.0,150,2020-06-25,Chicago
138.53,120.01,22.92,25.32,5.91,128,2020-06-26,Chicago
126.48,163.72,5.2,39.7,1.55,470,2020-06-27,Chicago
109.08,26.32,31.67,15.66,8.57,17,2020-06-28,Chicago
33.38,239.79,12.67,37.82,7.4,180,2020-06-29,Chicago
171.18,297.06,81.71,40.47,1.02,239,2020-06-30,Chicago
12.65,294.99,81.36,38.97,7.81,488,2020-07-01,Chicago
84.17,213.09,14.23,40.5,4.56,33,2020-07-02,Chicago
142.82,210.1,56.82,8.5,8.25,49,2020-07-03,Chicago
57.34,241.03,68.29,15.9,9.9,146,2020-07-04,Chicago
13.95,272.13,27.68,5.84,5.37,210,2020-07-05,Chicago
57.32,26.32,27.82,41.98,8.87,322,2020-07-06,Chicago
174.44,45.28,44.93,32.81,5.28,80,2020-07-07,Chicago
47.09,89.5,33.21,9.1,7.36,69,2020-07-08,Chicago
27.66,36.16,67.33,35.98,4.99,303,2020-07-09,Chicago
188.46,298.09,42.11,13.62,1.41,332,2020-07-10,Chicago
143.75,258.86,7.07,26.46,1.52,150,2020-07-11,Chicago
19.63,80.3,82.15,37.14,2.18,97,2020-07-12,Chicago
138.42,65.28,18.3,30.96,0.12,78,2020-07-13,Chicago
156.85,167.99,14.41,36.13,5.9,453,2020-07-14,Chicago
179.82,90.05,52.97,17.9,5.84,135,2020-07-15,Chicago
36.59,285.73,58.07,44.89,8.46,353,2020-07-16,Chicago
90.04,92.17,83.33,30.43,3.76,247,2020-07-17,Chicago
39.53,57.04,5.41,13.54,5.26,233,2020-07-18,Chicago
127.13,81.91,22.16,13.26,2.25,65,2020-07-19,Chicago
190.66,162.98,11.84,18.71,9.41,18,2020-07-20,Chicago
63.98,76.26,81.48,39.0,5.45,396,2020-07-21,Chicago
198.53,122.5,65.47,13.21,4.35,383,2020-07-22,Chicago
126.45,163.77,89.9,20.73,3.87,464,2020-07-23,Chicago
180.58,207.33,15.66,48.85,1.7,332,2020-07-24,Chicago
52.85,174.51,63.54,35.41,6.64,368,2020-07-25,Chicago
137.95,50.63,77.92,20.77,6.02,46,2020-07-26,Chicago
98.29,149.53,34.34,43.03,7.09,35,2020-07-27,Chicago
83.12,41.23,31.36,17.98,5.34,117,2020-07-28,Chicago
116.92,133.29,93.36,44.64,0.92,177,2020-07-29,Chicago
21.21,290.69,44.06,13.3,9.38,443,2020-07-30,Chicago
127.83,124.09,27.32,35.28,3.4,288,2020-07-31,Chicago
10.97,290.01,21.79,41.69,0.12,357,2020-08-01,Chicago
130.22,77.77,59.64,25.2,5.2,205,2020-08-02,Chicago
152.14,66.26,71.51,37.88,6.9,68,2020-08-03,Chicago
26.44,200.33,81.87,25.39,5.11,267,2020-08-04,Chicago
20.21,143.02,9.12,22.97,9.15,77,2020-08-05,Chicago
90.04,284.11,75.87,42.61,6.81,494,2020-08-06,Chicago
33.47,284.59,15.99,34.45,5.41,141,2020-08-07,Chicago
108.54,248.47,82.23,36.42,6.3,241,2020-08-08,Chicago
183.55,291.68,78.44,12.27,5.86,346,2020-08-09,Chicago
53.79,80.32,91.54,44.45,7.9,35,2020-08-10,Chicago
25.11,186.24,66.91,31.84,8.17,25,2020-08-11,Chicago
197.89,42.21,76.89,34.97,8.53,101,2020-08-12,Chicago
112.58,280.77,63.3,23.5,9.68,498,2020-08-13,Chicago
13.99,83.1,8.58,37.13,9.52,209,2020-08-14,Chicago
147.2,52.12,69.71,14.68,1.58,320,2020-08-15,Chicago
154.51,188.12,64.59,19.53,8.29,37,2020-08-16,Chicago
30.73,71.53,55.1,30.21,6.08,336,2020-08-17,Chicago
150.8,216.81,38.76,41.86,9.55,412,2020-08-18,Chicago
26.35,58.14,11.96,9.26,9.99,322,2020-08-19,Chicago
193.77,203.84,17.56,21.96,5.2,398,2020-08-20,Chicago
73.96,258.47,81.36,46.4,4.63,249,2020-08-21,Chicago
53.75,151.31,55.89,33.47,2.08,427,2020-08-22,Chicago
55.71,212.23,57.62,5.98,4.76,209,2020-08-23,Chicago
105.54,204.7,60.43,9.78,4.09,166,2020-08-24,Chicago
185.69,147.47,17.45,29.35,0.83,73,2020-08-25,Chicago
95.09,251.08,70.51,36.11,9.78,233,2020-08-26,Chicago
37.46,179.87,75.48,13.32,0.3,464,2020-08-27,Chicago
41.35,68.85,72.65,42.54,5.65,366,2020-08-28,Chicago
105.1,126.77,22.46,34.99,4.28,278,2020-08-29,Chicago
96.73,59.9,28.19,41.37,5.95,234,2020-08-30,Chicago
78.38,212.46,15.63,8.07,1.08,202,2020-08-31,Chicago
29.57,274.6,33.57,27.12,4.6,435,2020-09-01,Chicago
117.86,34.95,87.59,44.66,2.83,248,2020-09-02,Chicago
160.54,249.91,39.23,18.49,8.61,212,2020-09-03,Chicago
80.82,36.35,88.62,30.17,9.08,323,2020-09-04,Chicago
42.91,122.82,47.03,18.06,7.73,214,2020-09-05,Chicago
156.74,230.94,14.31,17.64,4.33,340,2020-09-06,Chicago
67.29,92.43,46.63,42.52,4.17,214,2020-09-07,Chicago
26.16,188.43,59.62,24.5,6.21,440,2020-09-08,Chicago
39.22,91.49,54.41,21.95,8.93,216,2020-09-09,Chicago
174.06,188.42,48.06,19.19,9.06,74,2020-09-10,Chicago
90.1,280.53,14.46,28.35,1.09,23,2020-09-11,Chicago
19.62,173.45,94.46,26.03,6.56,292,2020-09-12,Chicago
120.12,194.25,82.02,32.95,3.52,439,2020-09-13,Chicago
165.57,255.87,40.26,47.91,4.33,4,2020-09-14,Chicago
103.35,183.56,95.87,7.41,0.32,77,2020-09-15,Chicago
104.05,189.39,94.32,2.4,0.97,239,2020-09-16,Chicago
53.57,100.39,6.21,12.1,4.93,247,2020-09-17,Chicago
146.41,189.14,40.89,40.76,7.62,268,2020-09-18,Chicago
40.16,263.22,45.25,3.04,7.23,71,2020-09-19,Chicago
38.27,274.22,81.85,13.34,8.35,242,2020-09-20,Chicago
106.71,44.22,41.19,14.04,9.47,484,2020-09-21,Chicago
196.51,53.28,38.89,25.59,8.68,83,2020-09-22,Chicago
61.71,68.48,75.76,35.27,4.14,335,2020-09-23,Chicago
78.75,63.52,67.58,8.22,6.08,303,2020-09-24,Chicago
138.38,259.19,27.99,16.35,7.58,384,2020-09-25,Chicago
109.21,90.43,71.2,32.64,2.03,350,2020-09-26,Chicago
27.05,278.51,38.96,46.48,4.33,412,2020-09-27,Chicago
173.12,158.52,38.01,48.42,3.68,280,2020-09-28,Chicago
39.27,126.11,57.06,44.98,1.28,0,2020-09-29,Chicago
30.22,233.37,71.28,40.84,9.93,302,2020-09-30,Chicago
174.05,168.86,54.41,13.37,2.92,326,2020-10-01,Chicago
168.54,84.05,48.6,48.64,0.66,325,2020-10-02,Chicago
77.56,136.48,81.78,19.99,8.34,264,2020-10-03,Chicago
71.37,161.24,63.42,43.61,7.02,211,2020-10-04,Chicago
54.15,74.32,92.95,3.79,2.54,180,2020-10-05,Chicago
73.33,197.02,78.98,7.88,5.32,176,2020-10-06,Chicago
122.67,195.68,89.4,16.8,4.73,33,2020-10-07,Chicago
26.67,116.73,24.16,19.5,9.75,333,2020-10-08,Chicago
117.98,115.65,60.53,9.74,1.93,396,2020-10-09,Chicago
108.9,38.44,54.15,20.82,7.33,436,2020-10-10,Chicago
150.44,27.75,64.1,7.45,8.02,429,2020-10-11,Chicago
79.97,221.01,82.47,16.41,9.15,218,2020-10-12,Chicago
35.51,134.8,22.77,10.33,0.11,378,2020-10-13,Chicago
138.4,181.87,92.51,40.55,0.87,61,2020-10-14,Chicago
165.08,219.55,5.26,33.62,4.16,156,2020-10-15,Chicago
195.74,209.1,73.28,20.01,5.73,408,2020-10-16,Chicago
55.21,157.21,5.72,20.79,9.83,16,2020-10-17,Chicago
66.89,46.25,79.39,22.29,0.66,359,2020-10-18,Chicago
124.14,64.75,14.02,30.26,8.33,162,2020-10-19,Chicago
35.37,100.22,68.87,14.69,2.8,23,2020-10-20,Chicago
121.66,42.2,9.52,24.53,4.73,37,2020-10-21,Chicago
46.59,100.61,89.65,18.58,6.53,320,2020-10-22,Chicago
85.46,264.73,24.5,13.08,4.98,287,2020-10-23,Chicago
158.79,248.0,43.44,43.23,7.67,371,2020-10-24,Chicago
198.18,187.55,7.8,27.32,9.48,492,2020-10-25,Chicago
196.76,241.92,53.1,38.8,2.36,308,2020-10-26,Chicago
22.8,134.61,43.12,12.64,3.33,390,2020-10-27,Chicago
114.07,109.6,82.42,2.98,9.18,454,2020-10-28,Chicago
81.75,226.91,81.83,12.06,9.37,17,2020-10-29,Chicago
59.25,236.53,5.82,14.66,5.05,287,2020-10-30,Chicago
153.21,76.42,40.87,21.56,8.99,496,2020-10-31,Chicago
39.92,92.78,43.44,28.72,7.27,469,2020-11-01,Chicago
10.15,103.53,24.99,18.42,5.47,133,2020-11-02,Chicago
20.99,35.9,12.53,25.86,2.28,194,2020-11-03,Chicago
151.28,114.36,23.4,22.57,0.88,2,2020-11-04,Chicago
176.14,104.13,6.26,38.18,3.25,162,2020-11-05,Chicago
151.76,45.68,16.09,40.16,8.1,261,2020-11-06,Chicago
45.12,74.26,75.35,41.47,6.53,493,2020-11-07,Chicago
151.71,251.39,76.34,16.39,3.41,44,2020-11-08,Chicago
82.46,160.58,87.47,28.1,7.78,77,2020-11-09,Chicago
163.68,38.41,17.67,18.08,7.38,447,2020-11-10,Chicago
171.12,143.23,35.76,17.93,7.21,251,2020-11-11,Chicago
17.85,204.59,96.81,18.64,6.37,297,2020-11-12,Chicago
196.29,100.24,27.76,30.08,5.42,404,2020-11-13,Chicago
60.45,164.27,91.98,34.22,4.68,136,2020-11-14,Chicago
88.01,37.61,35.69,35.34,7.45,491,2020-11-15,Chicago
107.29,217.03,51.74,31.27,5.15,474,2020-11-16,Chicago
145.66,197.35,86.9,23.66,1.7,322,2020-11-17,Chicago
93.96,49.81,16.82,32.07,6.19,346,2020-11-18,Chicago
98.84,147.1,88.0,48.93,3.87,350,2020-11-19,Chicago
136.23,289.68,62.21,25.26,4.43,90,2020-11-20,Chicago
149.13,56.61,97.61,40.23,6.32,436,2020-11-21,Chicago
125.62,126.22,54.49,28.57,3.16,445,2020-11-22,Chicago
53.52,223.21,34.09,10.17,2.28,179,2020-11-23,Chicago
148.22,42.23,20.56,15.25,8.18,147,2020-11-24,Chicago
148.37,141.25,55.31,7.81,7.87,394,2020-11-25,Chicago
64.92,174.4,26.11,22.23,4.81,290,2020-11-26,Chicago
48.53,209.4,11.04,18.53,4.83,404,2020-11-27,Chicago
37.41,132.04,76.5,49.67,4.53,140,2020-11-28,Chicago
53.58,210.34,99.76,21.83,3.15,208,2020-11-29,Chicago
22.13,137.42,36.62,23.87,1.56,79,2020-11-30,Chicago
104.01,93.68,31.97,7.41,3.84,155,2020-12-01,Chicago
97.29,148.33,97.43,22.7,5.84,455,2020-12-02,Chicago
162.1,223.19,87.55,18.83,8.55,363,2020-12-03,Chicago
81.74,180.96,72.64,43.99,7.26,10,2020-12-04,Chicago
140.41,297.95,44.27,10.59,1.23,313,2020-12-05,Chicago
83.48,64.88,33.84,5.68,0.13,367,2020-12-06,Chicago
90.38,42.0,77.16,30.23,9.01,238,2020-12-07,Chicago
185.77,30.5,8.04,7.21,1.35,456,2020-12-08,Chicago
25.9,189.15,60.1,8.01,0.6,212,2020-12-09,Chicago
154.32,206.01,64.68,34.55,2.33,376,2020-12-10,Chicago
118.76,263.16,60.98,23.04,9.45,232,2020-12-11,Chicago
41.78,62.56,23.72,28.09,5.94,117,2020-12-12,Chicago
115.9,265.05,77.4,44.24,9.39,462,2020-12-13,Chicago
116.91,198.11,45.04,14.62,2.6,303,2020-12-14,Chicago
124.64,108.93,37.38,19.79,1.74,51,2020-12-15,Chicago
124.21,203.36,89.04,3.52,4.28,138,2020-12-16,Chicago
25.6,160.85,72.98,43.26,8.22,436,2020-12-17,Chicago
35.27,254.13,71.69,17.73,6.01,436,2020-12-18,Chicago
140.13,249.53,86.57,28.64,5.61,426,2020-12-19,Chicago
55.8,34.88,55.03,18.31,6.15,267,2020-12-20,Chicago
101.46,85.17,93.59,46.0,2.18,155,2020-12-21,Chicago
174.97,75.65,95.59,19.91,7.46,467,2020-12-22,Chicago
111.17,45.19,91.36,6.02,8.36,132,2020-12-23,Chicago
127.56,198.99,38.75,19.21,1.77,67,2020-12-24,Chicago
85.35,255.9,22.25,12.76,7.71,235,2020-12-25,Chicago
19.72,257.37,41.65,6.76,8.03,309,2020-12-26,Chicago
137.35,118.21,56.45,16.14,6.03,292,2020-12-27,Chicago
44.16,150.02,58.74,41.77,0.71,426,2020-12-28,Chicago
106.34,241.93,61.58,3.54,2.22,78,2020-12-29,Chicago
131.29,266.56,42.49,35.03,10.0,153,2020-12-30,Chicago
189.72,232.99,94.11,36.55,4.33,295,2020-12-31,Chicago
198.33,216.88,77.06,36.0,7.61,274,2021-01-01,Chicago
96.55,282.47,90.53,8.22,2.21,189,2021-01-02,Chicago
66.71,106.79,48.36,34.79,9.45,146,2021-01-03,Chicago
37.7,268.52,10.37,17.3,6.06,394,2021-01-04,Chicago
183.66,133.55,92.34,5.52,8.08,39,2021-01-05,Chicago
114.62,138.02,90.45,6.29,5.44,167,2021-01-06,Chicago
124.24,130.53,55.75,21.97,9.55,142,2021-01-07,Chicago
157.84,28.97,11.59,27.42,2.41,265,2021-01-08,Chicago
187.79,198.72,94.77,25.49,3.0,82,2021-01-09,Chicago
144.81,199.35,75.4,43.45,2.99,336,2021-01-10,Chicago
167.62,196.74,92.05,8.92,3.19,471,2021-01-11,Chicago
101.44,264.35,97.53,45.3,1.3,163,2021-01-12,Chicago
54.39,168.51,42.73,22.29,8.83,275,2021-01-13,Chicago
119.33,90.32,10.24,2.07,2.25,417,2021-01-14,Chicago
26.11,133.25,6.99,41.49,8.95,168,2021-01-15,Chicago
177.41,251.47,37.5,10.99,9.82,359,2021-01-16,Chicago
139.98,205.64,93.23,34.21,5.03,84,2021-01-17,Chicago
47.25,85.06,36.29,17.61,2.0,33,2021-01-18,Chicago
131.2,46.07,76.1,14.85,6.97,262,2021-01-19,Chicago
98.3,161.24,27.93,4.5,2.02,434,2021-01-20,Chicago
28.78,240.4,52.46,31.81,7.17,308,2021-01-21,Chicago
82.42,48.05,34.3,11.65,1.42,251,2021-01-22,Chicago
165.15,49.71,54.04,11.71,5.44,175,2021-01-23,Chicago
176.72,251.93,64.3,21.8,6.95,403,2021-01-24,Chicago
194.98,240.6,76.38,27.5,3.67,173,2021-01-25,Chicago
73.73,133.5,61.83,46.41,6.51,206,2021-01-26,Chicago
18.25,108.35,74.34,11.69,7.64,42,2021-01-27,Chicago
111.37,196.12,92.76,6.42,9.91,70,2021-01-28,Chicago
183.14,39.19,37.35,10.84,0.63,34,2021-01-29,Chicago
187.0,34.94,81.85,24.99,0.57,336,2021-01-30,Chicago
39.83,289.36,9.21,48.23,0.14,241,2021-01-31,Chicago
145.18,218.64,92.44,47.96,9.38,280,2021-02-01,Chicago
94.94,197.48,67.51,23.16,3.18,295,2021-02-02,Chicago
145.82,45.99,28.11,47.68,9.78,29,2021-02-03,Chicago
173.85,117.04,30.48,42.55,6.28,55,2021-02-04,Chicago
51.03,123.02,80.37,12.82,7.28,422,2021-02-05,Chicago
47.4,86.59,14.76,36.86,1.17,65,2021-02-06,Chicago
36.41,95.8,54.19,43.62,5.78,59,2021-02-07,Chicago
77.48,62.77,31.95,45.61,4.48,356,2021-02-08,Chicago
111.73,118.43,64.85,44.93,3.15,394,2021-02-09,Chicago
103.02,297.0,66.4,17.3,0.16,63,2021-02-10,Chicago
130.77,147.38,77.27,8.12,8.12,263,2021-02-11,Chicago
43.93,20.36,96.09,21.53,1.28,40,2021-02-12,Chicago
18.81,45.98,78.78,42.7,1.84,62,2021-02-13,Chicago
60.64,254.48,82.38,23.92,8.31,392,2021-02-14,Chicago
89.51,96.16,86.29,21.87,1.92,316,2021-02-15,Chicago
139.16,216.27,16.31,42.29,6.74,44,2021-02-16,Chicago
178.94,206.91,27.69,15.39,5.92,495,2021-02-17,Chicago
58.0,120.03,49.07,11.04,9.01,259,2021-02-18,Chicago
123.69,147.98,64.6,30.92,2.47,382,2021-02-19,Chicago
185.12,146.32,52.19,15.98,4.66,365,2021-02-20,Chicago
54.87,92.06,70.76,21.94,4.27,28,2021-02-21,Chicago
89.34,174.92,25.48,4.34,3.16,159,2021-02-22,Chicago
188.15,134.29,77.85,49.46,4.41,225,2021-02-23,Chicago
11.92,268.0,30.1,35.6,0.22,273,2021-02-24,Chicago
68.47,121.7,53.99,23.52,1.73,75,2021-02-25,Chicago
77.85,294.1,25.82,39.8,9.36,130,2021-02-26,Chicago
189.52,280.12,42.16,42.23,3.34,256,2021-02-27,Chicago
168.58,248.78,32.08,3.83,8.13,458,2021-02-28,Chicago
16.03,128.68,15.45,44.16,0.79,397,2021-03-01,Chicago
124.06,131.1,59.36,38.23,4.27,205,2021-03-02,Chicago
152.82,238.13,52.86,5.08,7.08,31,2021-03-03,Chicago
196.92,83.56,37.66,31.56,6.39,346,2021-03-04,Chicago
143.19,201.06,95.2,49.01,7.53,445,2021-03-05,Chicago
167.62,295.17,12.67,16.88,6.09,378,2021-03-06,Chicago
137.81,212.23,12.66,13.51,6.5,496,2021-03-07,Chicago
11.89,26.3,83.36,17.29,5.51,257,2021-03-08,Chicago
83.24,127.26,6.98,11.42,8.98,407,2021-03-09,Chicago
153.63,279.47,22.25,9.64,6.87,385,2021-03-10,Chicago
195.17,58.9,46.52,35.74,5.66,129,2021-03-11,Chicago
144.65,193.65,73.15,30.1,4.48,371,2021-03-12,Chicago
128.87,246.58,11.3,9.21,3.47,84,2021-03-13,Chicago
119.32,295.05,52.76,41.3,5.68,328,2021-03-14,Chicago
101.35,84.01,42.4,4.4,6.53,135,2021-03-15,Chicago
100.65,68.7,62.98,3.12,6.21,118,2021-03-16,Chicago
88.88,22.24,25.3,14.08,3.59,7,2021-03-17,Chicago
121.73,242.44,49.12,23.08,0.97,424,2021-03-18,Chicago
94.74,148.84,24.58,18.08,8.35,15,2021-03-19,Chicago
105.26,196.51,25.41,42.44,7.99,420,2021-03-20,Chicago
134.95,234.56,64.37,15.65,2.58,240,2021-03-21,Chicago
195.33,163.56,14.83,42.02,9.33,473,2021-03-22,Chicago
92.15,123.01,60.14,11.13,3.76,300,2021-03-23,Chicago
145.31,62.68,36.68,37.74,6.12,159,2021-03-24,Chicago
109.54,230.33,12.39,49.72,3.78,76,2021-03-25,Chicago
127.21,103.11,98.19,10.14,9.0,452,2021-03-26,Chicago
134.12,281.26,21.84,31.69,5.97,386,2021-03-27,Chicago
110.13,195.99,15.7,20.3,4.14,199,2021-03-28,Chicago
74.5,50.29,48.31,15.77,7.98,214,2021-03-29,Chicago
171.63,172.18,94.16,10.28,1.2,223,2021-03-30,Chicago
103.07,299.7,61.49,25.27,0.19,139,2021-03-31,Chicago
181.5,106.44,39.67,10.54,1.45,258,2021-04-01,Chicago
183.9,96.28,14.15,4.83,7.68,419,2021-04-02,Chicago
115.65,54.77,12.11,8.57,9.26,74,2021-04-03,Chicago
174.05,86.46,30.56,42.82,7.68,385,2021-04-04,Chicago
